lat,lon,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6
-8.079855072463769,-34.894684684684684,-79.36775853303308,-63.452071470874415,-63.02922842106415,-63.452071429434156,-82.87293893120071,-83.32681840001658
-8.079855072463769,-34.89445945945945,-79.32297201932175,-63.46032187541296,-63.29110241872482,-63.46032196075234,-82.7957942657095,-83.32697682064847
-8.079855072463769,-34.894234234234226,-79.28341154167518,-63.51592814599563,-63.549195311617154,-63.51592835646072,-82.72127141315778,-83.33030286362225
-8.079855072463769,-34.894009009009004,-79.24916349310581,-63.61782541982885,-63.80360628740513,-63.617825751419886,-82.64945932966728,-83.33679222213567
-8.079855072463769,-34.89378378378378,-79.22030355061148,-63.76411029717269,-64.05443110347653,-63.76411074380968,-82.58044580150622,-83.34643650641337
-8.079855072463769,-34.89355855855855,-79.19689612955008,-63.95215557455725,-64.3017622133215,-63.95215612840086,-82.51431714531381,-83.35922327976851
-8.079855072463769,-34.89333333333333,-79.17899391173785,-64.17875900124444,-64.54568889003424,-64.1787596531495,-82.45115790077503,-83.37513611189254
-8.079855072463769,-34.89310810810811,-79.16663745437657,-64.44030946812246,-64.7862973466419,-64.44031020805996,-82.39105051746694,-83.39415464881378
-8.079855072463769,-34.89288288288288,-79.15985488582922,-64.73295436884993,-65.02367085304573,-64.732955186385,-82.33407503793671,-83.41625469899458
-8.079855072463769,-34.89265765765766,-79.15866169304033,-65.05275456896497,-65.2578898493463,-65.05275545361272,-82.280308779161,-83.44140833470314
-8.079855072463769,-34.89243243243243,-79.16306060394237,-65.39581747956136,-65.4890320555251,-65.39581842111126,-82.22982601464511,-83.4695840078978
-8.079855072463769,-34.892207207207214,-79.17304156668374,-65.75840311355654,-65.71717257729367,-65.7584041023169,-82.18269765966159,-83.50074667951324
-8.079855072463769,-34.89198198198198,-79.18858182605666,-66.1370018880714,-65.94238400819879,-66.13700291505178,-82.13899096209326,-83.53485796114293
-8.079855072463769,-34.89175675675676,-79.20964609588398,-66.52838586245235,-66.1647365278368,-66.52838691947457,-82.09876920155773,-83.57187626791247
-8.079855072463769,-34.89153153153153,-79.23618682463547,-66.9296369437609,-66.38429799658641,-66.92963802346158,-82.06209139934737,-83.61175698130887
-8.079855072463769,-34.891306306306305,-79.26814455011947,-67.33815645494451,-66.60113404621926,-67.33815755082851,-82.0290120419252,-83.65445262068266
-8.079855072463769,-34.89108108108108,-79.30544833770409,-67.75166058445122,-66.8153081674448,-67.75166169084837,-81.99958082046936,-83.69991302211346
